Variety,Freq,M%,Phase_Corr,Permittivity_real,Permittivity_imaginary,d(cm),Type
NEBRASKA OVERLAND,10.0,17.963802,-571.1221,2.8077784,0.5377966,6.5,17.420924666307858
OKLAHOMA,12.0,10.953657,-756.92883,2.6016161,0.2607827,7.7,15.737999929794523
OKLAHOMA,6.0,12.345145,-314.27737,2.5469797,0.2510107,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,14.021236,-841.6294,2.6319563,0.35801753,7.7,17.078772725687102
OKLAHOMA,6.0,23.380617,-260.86978,3.1831377,0.5812532,4.4,15.737999929794523
NEBRASKA SETTLER,9.0,12.773918,-728.6659,3.0522735,0.43493235,8.9,17.078772725687102
KANSAS,9.0,11.763261,-612.6016,2.6280684,0.29718453,8.9,16.21301534650456
NEBRASKA OVERLAND,9.0,17.010561,-601.4151,2.9288688,0.52862746,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,16.513271,-408.547,3.0458963,0.5438281,7.7,17.420924666307858
OKLAHOMA,5.0,12.702298,-305.17416,2.6264935,0.27180767,7.7,15.737999929794523
KANSAS,11.0,12.540202,-640.7013,2.6545641,0.32159963,7.7,16.21301534650456
NEBRASKA SETTLER,5.0,15.9014635,-356.81726,3.2038631,0.5494698,7.7,17.078772725687102
OKLAHOMA,6.0,12.54897,-365.48007,2.5279887,0.25192633,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,21.457197,-354.3629,2.874941,0.6004631,4.4,17.420924666307858
NEBRASKA OVERLAND,13.0,15.84656,-807.9373,2.7074997,0.41466764,7.7,17.420924666307858
NEBRASKA SETTLER,14.0,15.962687,-942.2635,3.0187223,0.5250799,7.7,17.078772725687102
KANSAS,13.0,14.594975,-734.5205,2.571031,0.32990736,7.7,16.21301534650456
NEBRASKA OVERLAND,11.0,18.47268,-577.33716,2.846809,0.5697006,6.5,17.420924666307858
OKLAHOMA,7.0,19.295668,-399.7698,3.626766,0.76472944,6.5,15.737999929794523
KANSAS,8.0,18.56058,-443.76187,3.019608,0.6080457,6.5,16.21301534650456
OKLAHOMA,16.0,21.904345,-752.5864,2.7073963,0.55156094,4.4,15.737999929794523
KANSAS,8.0,17.094559,-545.197,2.8723562,0.49732053,7.7,16.21301534650456
NEBRASKA OVERLAND,5.0,20.755503,-248.78482,3.9138553,0.90438384,4.4,17.420924666307858
KANSAS,16.0,18.230837,-766.21906,2.7778664,0.5582253,7.7,16.21301534650456
OKLAHOMA,5.0,24.21677,-252.06577,3.7720726,0.8270111,4.4,15.737999929794523
NEBRASKA SETTLER,11.0,16.133324,-794.2048,3.2420032,0.6211025,7.7,17.078772725687102
OKLAHOMA,9.0,22.921532,-385.43542,3.3694806,0.7484753,4.4,15.737999929794523
NEBRASKA OVERLAND,14.0,17.011675,-771.5856,2.7297647,0.506578,6.5,17.420924666307858
NEBRASKA SETTLER,16.0,14.355622,-923.6689,2.6427276,0.33991364,7.7,17.078772725687102
OKLAHOMA,14.0,12.451759,-802.4285,2.5405452,0.27988246,7.7,15.737999929794523
KANSAS,5.0,15.9228525,-331.39273,2.8263855,0.44188324,7.7,16.21301534650456
OKLAHOMA,5.0,13.13196,-314.31766,2.666128,0.29070783,7.7,15.737999929794523
OKLAHOMA,5.0,11.774317,-295.09375,2.475419,0.23588715,7.7,15.737999929794523
KANSAS,7.0,20.815353,-305.06647,3.6578398,0.79098165,4.4,16.21301534650456
OKLAHOMA,17.0,14.848248,-944.21045,2.5849118,0.30605474,7.7,15.737999929794523
KANSAS,11.0,16.589205,-686.7447,2.734087,0.42386657,7.7,16.21301534650456
NEBRASKA SETTLER,13.0,18.4973,-745.8196,3.0859969,0.6788742,6.5,17.078772725687102
NEBRASKA OVERLAND,12.0,21.429138,-450.678,2.9899163,0.70584077,4.4,17.420924666307858
NEBRASKA SETTLER,8.0,15.30472,-614.8027,3.1651893,0.53965133,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,16.410728,-458.5969,3.2877133,0.5921982,7.7,17.078772725687102
NEBRASKA OVERLAND,9.0,13.707331,-581.72253,2.8224154,0.41632354,7.7,17.420924666307858
OKLAHOMA,8.0,23.53867,-372.02548,3.6272578,0.8080969,4.4,15.737999929794523
NEBRASKA OVERLAND,7.0,13.843388,-461.66043,2.8933506,0.40004686,7.7,17.420924666307858
KANSAS,7.0,13.13924,-413.1775,2.7014947,0.3352827,7.7,16.21301534650456
NEBRASKA SETTLER,7.0,16.889828,-525.9643,3.2995653,0.6206891,7.7,17.078772725687102
NEBRASKA SETTLER,8.0,18.878475,-600.92096,3.6572871,0.8302926,6.5,17.078772725687102
NEBRASKA OVERLAND,11.0,11.458207,-736.5152,2.608353,0.29027617,8.9,17.420924666307858
OKLAHOMA,17.0,22.867863,-806.1093,2.7223494,0.56222826,4.4,15.737999929794523
KANSAS,8.0,17.106497,-524.97,3.396027,0.69636905,6.5,16.21301534650456
NEBRASKA SETTLER,8.0,20.89196,-336.59866,3.3384316,0.7347307,4.4,17.078772725687102
NEBRASKA OVERLAND,7.0,15.1011305,-537.1837,3.0939307,0.5386491,7.7,17.420924666307858
NEBRASKA OVERLAND,5.0,16.311548,-326.60687,2.7221823,0.4048025,7.7,17.420924666307858
KANSAS,8.0,21.929485,-302.62918,2.9444306,0.53671956,4.4,16.21301534650456
OKLAHOMA,5.0,22.961145,-256.65363,3.9327505,0.9078036,4.4,15.737999929794523
KANSAS,6.0,11.915348,-442.21347,2.6094325,0.28548774,8.9,16.21301534650456
NEBRASKA SETTLER,8.0,17.695763,-554.1059,2.9935086,0.5409908,7.7,17.078772725687102
OKLAHOMA,8.0,15.653608,-488.214,2.779109,0.4056294,7.7,15.737999929794523
NEBRASKA OVERLAND,11.0,16.28288,-716.7379,2.7714577,0.44735685,7.7,17.420924666307858
OKLAHOMA,6.0,11.189016,-412.8634,2.5589647,0.25628757,8.9,15.737999929794523
NEBRASKA OVERLAND,15.0,17.8324,-862.6907,2.8560107,0.59583855,6.5,17.420924666307858
KANSAS,9.0,16.115559,-538.39777,2.6975513,0.39919612,6.5,16.21301534650456
KANSAS,16.0,17.696802,-762.2541,2.7029066,0.516985,7.7,16.21301534650456
OKLAHOMA,15.0,10.460643,-1000.3257,2.5542588,0.23666747,8.9,15.737999929794523
OKLAHOMA,16.0,12.390589,-887.15814,2.5805106,0.30867255,7.7,15.737999929794523
OKLAHOMA,15.0,11.921919,-832.35345,2.514579,0.24772175,7.7,15.737999929794523
NEBRASKA OVERLAND,11.0,13.405549,-690.3198,2.6804602,0.3558933,8.9,17.420924666307858
KANSAS,11.0,18.035213,-646.13477,3.1815608,0.66029704,6.5,16.21301534650456
NEBRASKA SETTLER,5.0,21.012632,-246.20477,3.6538928,0.7388918,4.4,17.078772725687102
KANSAS,5.0,20.016153,-239.48776,3.7430377,0.7136441,4.4,16.21301534650456
KANSAS,7.0,15.904079,-465.53476,2.7947586,0.43055335,7.7,16.21301534650456
KANSAS,10.0,18.215057,-535.37195,2.774282,0.5168067,6.5,16.21301534650456
OKLAHOMA,11.0,12.229128,-640.2747,2.524167,0.24812481,7.7,15.737999929794523
NEBRASKA OVERLAND,9.0,15.530051,-580.8302,2.7678435,0.43253624,7.7,17.420924666307858
NEBRASKA OVERLAND,9.0,14.779724,-590.0658,2.8638268,0.4479748,7.7,17.420924666307858
OKLAHOMA,13.0,13.332211,-734.4156,2.5532892,0.2774594,7.7,15.737999929794523
OKLAHOMA,10.0,18.401619,-549.35754,2.9242148,0.4864402,6.5,15.737999929794523
OKLAHOMA,5.0,14.749242,-321.58615,2.6390498,0.30954885,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,15.623708,-536.7986,3.1221974,0.55902684,8.9,17.078772725687102
OKLAHOMA,16.0,12.01873,-881.5396,2.5486364,0.2728465,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.395008,-455.2889,3.2076967,0.5778731,7.7,17.078772725687102
KANSAS,5.0,16.081642,-305.27106,2.6283467,0.3627165,7.7,16.21301534650456
KANSAS,10.0,20.36564,-353.83005,2.984364,0.6201838,4.4,16.21301534650456
OKLAHOMA,12.0,12.122381,-687.21277,2.54436,0.26491854,7.7,15.737999929794523
KANSAS,10.0,16.649364,-602.2752,2.760232,0.43099135,7.7,16.21301534650456
NEBRASKA OVERLAND,9.0,18.22933,-562.60223,2.9601278,0.5927106,6.5,17.420924666307858
OKLAHOMA,17.0,10.269841,-1113.7633,2.4026725,0.22168325,8.9,15.737999929794523
OKLAHOMA,15.0,11.415091,-831.5165,2.5458214,0.2575985,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,20.803652,-275.89896,3.7175567,0.8278993,4.4,17.420924666307858
NEBRASKA SETTLER,6.0,17.782711,-534.9204,3.4193032,0.6824171,7.7,17.078772725687102
KANSAS,10.0,16.792154,-671.63873,2.8303986,0.47030574,7.7,16.21301534650456
NEBRASKA SETTLER,12.0,15.8166,-745.294,2.747383,0.41293076,7.7,17.078772725687102
NEBRASKA OVERLAND,13.0,20.903261,-450.10764,2.7483048,0.5811066,4.4,17.420924666307858
NEBRASKA OVERLAND,12.0,15.669677,-759.21405,2.836289,0.46366632,7.7,17.420924666307858
NEBRASKA OVERLAND,17.0,15.438618,-963.7975,2.6512978,0.41794035,7.7,17.420924666307858
NEBRASKA SETTLER,14.0,19.502642,-767.18726,3.2067928,0.7669267,6.5,17.078772725687102
NEBRASKA SETTLER,9.0,17.16359,-632.3846,3.189485,0.595495,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,17.467972,-422.9543,3.1046476,0.5964297,7.7,17.420924666307858
KANSAS,6.0,17.340572,-335.54306,3.1858697,0.6055174,6.5,16.21301534650456
NEBRASKA SETTLER,6.0,16.17677,-486.7833,3.4276628,0.629229,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,13.903325,-360.74075,2.8659809,0.38554323,7.7,17.078772725687102
KANSAS,11.0,14.689655,-654.9111,2.6299627,0.3621029,7.7,16.21301534650456
OKLAHOMA,17.0,17.16405,-917.02203,2.648027,0.4132974,7.7,15.737999929794523
NEBRASKA SETTLER,12.0,20.98982,-516.2215,3.339431,0.80782545,4.4,17.078772725687102
NEBRASKA SETTLER,6.0,16.304987,-476.21442,3.4151006,0.6361157,7.7,17.078772725687102
KANSAS,7.0,13.95546,-486.56824,2.8621607,0.40273842,7.7,16.21301534650456
OKLAHOMA,12.0,20.101797,-574.44434,3.0024035,0.62252814,4.4,15.737999929794523
NEBRASKA OVERLAND,11.0,19.14569,-633.4165,3.0309634,0.60995907,6.5,17.420924666307858
NEBRASKA SETTLER,6.0,15.799654,-464.08313,3.176555,0.53803366,7.7,17.078772725687102
OKLAHOMA,6.0,15.255472,-379.39948,2.583469,0.30841723,7.7,15.737999929794523
KANSAS,14.0,17.316542,-728.1084,2.7347796,0.4943251,6.5,16.21301534650456
KANSAS,5.0,20.615719,-241.27556,3.6643653,0.68421274,4.4,16.21301534650456
NEBRASKA SETTLER,7.0,16.887888,-526.068,3.0752108,0.5365647,7.7,17.078772725687102
NEBRASKA SETTLER,5.0,15.953133,-379.37915,3.32065,0.5975331,7.7,17.078772725687102
KANSAS,7.0,11.943484,-437.21725,2.5761466,0.2773385,8.9,16.21301534650456
OKLAHOMA,12.0,10.709804,-771.90875,2.5935202,0.2445346,8.9,15.737999929794523
NEBRASKA OVERLAND,15.0,18.424885,-867.17706,2.9491656,0.644774,6.5,17.420924666307858
NEBRASKA OVERLAND,6.0,21.064209,-300.9851,3.837649,0.89652884,4.4,17.420924666307858
KANSAS,11.0,16.380388,-680.5681,2.8219705,0.45706928,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,21.53642,-280.3176,3.0126023,0.5791194,4.4,17.420924666307858
OKLAHOMA,9.0,13.796921,-539.0389,2.709183,0.3420695,7.7,15.737999929794523
NEBRASKA SETTLER,10.0,21.676111,-413.36743,3.3636308,0.8096904,4.4,17.078772725687102
NEBRASKA SETTLER,5.0,21.0652,-254.54424,3.8790557,0.89616203,4.4,17.078772725687102
NEBRASKA SETTLER,14.0,16.495483,-939.64044,2.9396236,0.504909,7.7,17.078772725687102
OKLAHOMA,11.0,24.308071,-401.21173,3.0939698,0.762049,4.4,15.737999929794523
KANSAS,7.0,19.844694,-280.897,3.185242,0.585486,4.4,16.21301534650456
KANSAS,10.0,16.609606,-619.76746,2.7635834,0.44383237,7.7,16.21301534650456
OKLAHOMA,9.0,14.378187,-576.46716,2.7362492,0.3575222,7.7,15.737999929794523
NEBRASKA SETTLER,5.0,20.637209,-247.21036,3.9270217,0.8983751,4.4,17.078772725687102
NEBRASKA SETTLER,5.0,20.766283,-246.28807,3.920784,0.90457547,4.4,17.078772725687102
NEBRASKA SETTLER,11.0,18.634186,-642.7765,3.144714,0.6766087,6.5,17.078772725687102
NEBRASKA SETTLER,10.0,22.496979,-375.80072,3.0811303,0.70877004,4.4,17.078772725687102
KANSAS,11.0,18.056684,-575.9562,2.8721182,0.55820405,6.5,16.21301534650456
KANSAS,9.0,20.002634,-351.72427,3.095128,0.62693805,4.4,16.21301534650456
KANSAS,8.0,16.88375,-555.5936,2.8217554,0.45008793,7.7,16.21301534650456
KANSAS,6.0,12.720646,-382.84955,2.5728657,0.29067725,7.7,16.21301534650456
KANSAS,10.0,17.962536,-547.3401,2.8863854,0.555765,6.5,16.21301534650456
NEBRASKA SETTLER,6.0,18.125477,-429.28296,3.0575595,0.581541,7.7,17.078772725687102
OKLAHOMA,13.0,17.349312,-684.02814,2.7916834,0.4359798,6.5,15.737999929794523
KANSAS,6.0,16.674816,-365.46854,3.0701187,0.5314156,7.7,16.21301534650456
OKLAHOMA,7.0,12.3816185,-417.02722,2.726303,0.31617686,7.7,15.737999929794523
NEBRASKA OVERLAND,17.0,15.851455,-1013.08344,2.7714038,0.47471002,7.7,17.420924666307858
NEBRASKA OVERLAND,16.0,15.131865,-942.0227,2.6470613,0.41109285,7.7,17.420924666307858
OKLAHOMA,8.0,12.758574,-450.16556,2.5823987,0.26927137,7.7,15.737999929794523
OKLAHOMA,8.0,17.548283,-500.59753,2.985644,0.53270006,6.5,15.737999929794523
KANSAS,10.0,15.063087,-593.6825,2.646579,0.35034052,7.7,16.21301534650456
KANSAS,8.0,19.432072,-369.5782,3.4360976,0.7176726,4.4,16.21301534650456
OKLAHOMA,13.0,12.178882,-707.84784,2.4816153,0.24290158,7.7,15.737999929794523
NEBRASKA OVERLAND,13.0,11.682587,-859.9522,2.5697346,0.28467417,8.9,17.420924666307858
KANSAS,9.0,15.434271,-572.64813,2.6736312,0.380793,7.7,16.21301534650456
NEBRASKA SETTLER,7.0,17.606453,-564.22577,3.4274755,0.68642926,7.7,17.078772725687102
OKLAHOMA,6.0,14.532515,-357.67276,2.832011,0.3623673,7.7,15.737999929794523
OKLAHOMA,13.0,23.541359,-494.32736,2.923148,0.67529553,4.4,15.737999929794523
NEBRASKA SETTLER,6.0,21.31265,-280.3928,3.7163389,0.84378487,4.4,17.078772725687102
KANSAS,6.0,16.559061,-437.6769,2.9264517,0.49091497,7.7,16.21301534650456
OKLAHOMA,7.0,10.573213,-535.72614,2.6485982,0.23878711,8.9,15.737999929794523
OKLAHOMA,12.0,14.840932,-706.10187,2.627934,0.33880815,7.7,15.737999929794523
OKLAHOMA,17.0,17.20852,-947.47015,2.5896957,0.3789442,7.7,15.737999929794523
KANSAS,14.0,14.453022,-755.3414,2.577546,0.342734,7.7,16.21301534650456
NEBRASKA SETTLER,5.0,20.956034,-235.6556,3.860655,0.7638405,4.4,17.078772725687102
NEBRASKA OVERLAND,6.0,21.073977,-286.97714,3.8247135,0.8774637,4.4,17.420924666307858
NEBRASKA SETTLER,9.0,16.827454,-605.2271,2.9597337,0.5089186,7.7,17.078772725687102
OKLAHOMA,13.0,13.931752,-759.6589,2.655998,0.3437197,8.9,15.737999929794523
OKLAHOMA,6.0,11.542064,-426.8094,2.74496,0.2878197,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,16.944622,-418.30527,2.9632306,0.53092474,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,15.61847,-460.5558,2.9186902,0.48721212,7.7,17.420924666307858
NEBRASKA SETTLER,13.0,11.617672,-949.7638,2.853643,0.35129747,8.9,17.078772725687102
OKLAHOMA,8.0,11.76315,-518.37256,2.6889973,0.2839365,7.7,15.737999929794523
OKLAHOMA,6.0,14.672039,-333.03592,2.595816,0.31412396,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.322342,-415.82788,2.9903169,0.50897634,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,14.014055,-382.59308,2.9235775,0.4157211,7.7,17.078772725687102
NEBRASKA SETTLER,7.0,16.34799,-553.0237,3.3652687,0.62280023,7.7,17.078772725687102
NEBRASKA SETTLER,5.0,20.95644,-240.23138,3.9482882,0.9187681,4.4,17.078772725687102
NEBRASKA OVERLAND,6.0,18.74895,-430.1837,3.171287,0.6593613,7.7,17.420924666307858
OKLAHOMA,10.0,17.966118,-572.1123,2.992643,0.54719734,6.5,15.737999929794523
NEBRASKA OVERLAND,9.0,21.442595,-360.23566,3.2389448,0.74844015,4.4,17.420924666307858
NEBRASKA SETTLER,11.0,13.663863,-713.8895,2.8724,0.42381144,7.7,17.078772725687102
OKLAHOMA,6.0,14.920758,-339.40997,2.705547,0.3358197,7.7,15.737999929794523
NEBRASKA OVERLAND,16.0,14.54636,-912.0744,2.5999339,0.37700424,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,21.32132,-322.35254,3.8234913,0.9092694,4.4,17.420924666307858
NEBRASKA SETTLER,9.0,12.652573,-578.0019,2.8687632,0.3751766,7.7,17.078772725687102
NEBRASKA OVERLAND,7.0,19.197052,-386.44254,2.7739518,0.52596694,6.5,17.420924666307858
OKLAHOMA,10.0,17.635921,-517.1692,2.8225477,0.49045506,6.5,15.737999929794523
KANSAS,6.0,14.7095375,-390.4451,2.8382916,0.4094074,7.7,16.21301534650456
NEBRASKA SETTLER,9.0,15.467177,-616.37463,3.0580819,0.5345523,7.7,17.078772725687102
NEBRASKA SETTLER,7.0,17.85608,-582.60754,3.3772714,0.6811718,7.7,17.078772725687102
KANSAS,8.0,17.643217,-571.5267,2.9237752,0.5241713,7.7,16.21301534650456
OKLAHOMA,7.0,13.826712,-426.12445,2.5930517,0.29368874,7.7,15.737999929794523
KANSAS,17.0,15.865748,-971.5305,2.7428582,0.45318177,7.7,16.21301534650456
NEBRASKA SETTLER,11.0,21.325855,-504.44925,3.5393257,0.86796033,4.4,17.078772725687102
KANSAS,8.0,18.385582,-471.71225,2.946383,0.5734607,6.5,16.21301534650456
NEBRASKA SETTLER,15.0,18.88398,-834.1882,3.1832623,0.7426137,6.5,17.078772725687102
OKLAHOMA,6.0,15.346967,-378.1392,2.7578995,0.3753828,7.7,15.737999929794523
NEBRASKA SETTLER,9.0,18.081669,-660.7333,3.1462226,0.6125446,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,14.989762,-503.02646,3.1745684,0.51814204,7.7,17.078772725687102
OKLAHOMA,13.0,10.926545,-727.1231,2.533824,0.24201798,7.7,15.737999929794523
OKLAHOMA,6.0,14.85528,-355.24844,2.6497185,0.33069998,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,23.534369,-259.25836,3.658766,0.8278909,4.4,17.420924666307858
NEBRASKA SETTLER,6.0,21.390635,-287.6437,3.9862738,0.9628592,4.4,17.078772725687102
NEBRASKA OVERLAND,10.0,11.707151,-699.1747,2.6310532,0.29467702,8.9,17.420924666307858
OKLAHOMA,6.0,23.879732,-292.54355,3.7286131,0.84070957,4.4,15.737999929794523
KANSAS,10.0,18.318882,-546.66205,3.1497517,0.6642219,6.5,16.21301534650456
NEBRASKA SETTLER,8.0,21.554127,-517.6962,3.9802198,0.97120243,4.4,17.078772725687102
KANSAS,15.0,14.486304,-842.52277,2.6177034,0.36425844,7.7,16.21301534650456
NEBRASKA OVERLAND,8.0,15.038123,-528.79395,2.925898,0.48830816,7.7,17.420924666307858
OKLAHOMA,11.0,23.203224,-435.1274,3.054942,0.6835685,4.4,15.737999929794523
OKLAHOMA,14.0,10.329949,-886.42676,2.4009817,0.22588807,8.9,15.737999929794523
KANSAS,8.0,13.746164,-476.67505,2.5175598,0.29245704,7.7,16.21301534650456
OKLAHOMA,14.0,12.029337,-791.40826,2.582845,0.27961957,7.7,15.737999929794523
KANSAS,11.0,18.5273,-687.0184,3.4114425,0.77810764,6.5,16.21301534650456
KANSAS,14.0,19.578487,-541.2926,3.0035489,0.6989101,4.4,16.21301534650456
NEBRASKA OVERLAND,7.0,13.877705,-487.7439,2.8510132,0.41596824,7.7,17.420924666307858
OKLAHOMA,16.0,12.643387,-874.5315,2.5609417,0.2863336,7.7,15.737999929794523
KANSAS,12.0,11.180485,-764.8152,2.5573318,0.26873463,8.9,16.21301534650456
OKLAHOMA,16.0,11.612512,-887.0979,2.5403552,0.24847776,7.7,15.737999929794523
KANSAS,8.0,20.423754,-341.59433,3.4755592,0.7596632,4.4,16.21301534650456
NEBRASKA SETTLER,14.0,15.082734,-826.3891,2.7276356,0.40454575,7.7,17.078772725687102
NEBRASKA OVERLAND,16.0,16.991283,-828.44336,2.657523,0.47624373,7.7,17.420924666307858
OKLAHOMA,10.0,21.62333,-556.80615,3.5191855,0.78402686,4.4,15.737999929794523
NEBRASKA OVERLAND,6.0,21.27338,-278.81683,3.38196,0.71272933,4.4,17.420924666307858
OKLAHOMA,14.0,20.399939,-778.61926,2.9435956,0.5878568,6.5,15.737999929794523
NEBRASKA OVERLAND,10.0,15.761787,-593.1841,2.6271596,0.37301812,7.7,17.420924666307858
OKLAHOMA,8.0,23.389536,-332.6043,3.337417,0.71683013,4.4,15.737999929794523
NEBRASKA OVERLAND,7.0,18.268602,-516.9407,3.269562,0.65930194,7.7,17.420924666307858
OKLAHOMA,14.0,12.888627,-787.0454,2.6101387,0.32067347,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,17.628729,-557.8268,2.9099061,0.5415073,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,18.531546,-512.3652,2.935566,0.5610742,7.7,17.420924666307858
OKLAHOMA,15.0,13.79614,-887.0786,2.6820343,0.37074366,7.7,15.737999929794523
NEBRASKA OVERLAND,14.0,15.08314,-865.43445,2.692869,0.4070515,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,12.92808,-474.62726,2.7454827,0.33121943,8.9,17.420924666307858
NEBRASKA SETTLER,6.0,16.456493,-423.33527,3.267381,0.5894236,7.7,17.078772725687102
OKLAHOMA,6.0,13.942433,-393.23767,2.919542,0.3989604,7.7,15.737999929794523
KANSAS,7.0,16.67124,-473.21606,3.0753825,0.5424597,7.7,16.21301534650456
OKLAHOMA,12.0,12.19917,-730.05414,2.631047,0.3111722,7.7,15.737999929794523
OKLAHOMA,13.0,23.433891,-461.15436,2.7880046,0.61405885,4.4,15.737999929794523
NEBRASKA SETTLER,6.0,16.689404,-433.0712,3.3359678,0.6229568,7.7,17.078772725687102
KANSAS,10.0,20.375513,-391.3352,3.3033936,0.73738563,4.4,16.21301534650456
NEBRASKA OVERLAND,7.0,13.661725,-465.48135,2.7646976,0.3746538,8.9,17.420924666307858
NEBRASKA OVERLAND,9.0,21.416843,-442.58875,3.5820718,0.8686786,4.4,17.420924666307858
OKLAHOMA,7.0,11.189265,-418.47357,2.5288467,0.25093412,7.7,15.737999929794523
OKLAHOMA,9.0,11.716804,-543.94446,2.695265,0.2775839,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,17.631872,-599.2058,3.273235,0.63140625,7.7,17.078772725687102
NEBRASKA OVERLAND,12.0,15.807952,-728.1831,2.7942808,0.45166278,7.7,17.420924666307858
KANSAS,6.0,13.283918,-424.9623,2.7770927,0.3451725,8.9,16.21301534650456
NEBRASKA SETTLER,7.0,14.364351,-518.5625,3.1906383,0.54294866,7.7,17.078772725687102
NEBRASKA OVERLAND,11.0,18.234653,-697.2436,2.82475,0.5201026,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,15.34345,-367.80374,2.721896,0.39964977,7.7,17.420924666307858
NEBRASKA SETTLER,6.0,16.52801,-435.64264,3.1849527,0.56206924,7.7,17.078772725687102
OKLAHOMA,12.0,23.79135,-443.24048,2.8693593,0.5932036,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,15.740877,-529.1247,3.0329356,0.5213001,7.7,17.078772725687102
NEBRASKA OVERLAND,13.0,16.967485,-815.1528,2.8208938,0.48499757,7.7,17.420924666307858
NEBRASKA OVERLAND,10.0,21.424833,-387.29807,3.178681,0.7411026,4.4,17.420924666307858
NEBRASKA SETTLER,7.0,16.00449,-553.8364,3.3289506,0.6087173,7.7,17.078772725687102
NEBRASKA SETTLER,10.0,17.056307,-682.7789,2.9438787,0.50507915,7.7,17.078772725687102
KANSAS,7.0,17.357265,-486.96176,3.199039,0.6067614,7.7,16.21301534650456
OKLAHOMA,15.0,21.766111,-713.49457,2.8144686,0.597435,4.4,15.737999929794523
KANSAS,15.0,19.655062,-592.5564,2.7771966,0.6192007,4.4,16.21301534650456
OKLAHOMA,6.0,10.866612,-361.58047,2.6747937,0.25163323,7.7,15.737999929794523
KANSAS,9.0,17.47766,-542.4275,3.1814065,0.632622,6.5,16.21301534650456
NEBRASKA OVERLAND,11.0,18.839518,-597.2592,2.8812401,0.6102655,6.5,17.420924666307858
OKLAHOMA,11.0,14.459534,-652.5736,2.6037362,0.31650805,7.7,15.737999929794523
NEBRASKA SETTLER,13.0,11.036044,-873.8407,2.5765204,0.27352726,8.9,17.078772725687102
NEBRASKA SETTLER,14.0,15.72187,-936.3509,3.0181572,0.5101694,7.7,17.078772725687102
KANSAS,6.0,14.204646,-357.00415,2.8913414,0.41887146,7.7,16.21301534650456
NEBRASKA OVERLAND,5.0,21.085972,-242.19682,3.8706055,0.87591845,4.4,17.420924666307858
OKLAHOMA,13.0,15.189904,-744.54895,2.642697,0.36272824,6.5,15.737999929794523
NEBRASKA OVERLAND,8.0,12.638703,-541.42194,2.7871513,0.3626129,8.9,17.420924666307858
KANSAS,6.0,14.961823,-443.1142,3.1157165,0.50851756,7.7,16.21301534650456
OKLAHOMA,15.0,10.551391,-828.42395,2.452578,0.22817999,7.7,15.737999929794523
OKLAHOMA,6.0,12.973675,-400.78714,2.8137293,0.34674197,7.7,15.737999929794523
OKLAHOMA,12.0,12.130621,-722.3011,2.6016674,0.2818984,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,15.254397,-419.10214,2.9217453,0.4825257,7.7,17.420924666307858
OKLAHOMA,13.0,24.0093,-516.9102,3.031585,0.6982583,4.4,15.737999929794523
KANSAS,13.0,13.087443,-747.9812,2.5614707,0.3202445,7.7,16.21301534650456
KANSAS,6.0,13.632431,-355.81473,2.738926,0.34447244,7.7,16.21301534650456
OKLAHOMA,14.0,10.485952,-931.99194,2.5171075,0.23810141,8.9,15.737999929794523
NEBRASKA OVERLAND,10.0,21.222412,-448.7565,3.3571196,0.7863747,4.4,17.420924666307858
KANSAS,6.0,16.977276,-402.3697,2.9987092,0.5282038,7.7,16.21301534650456
